"city","passion","loyalty","basicServ","leadership","education","safety","aesthetic","economy","socialOff","civicInv","openness","socialCap","domains","comOff","comAttach","lat","long","Year"
"Milledgeville, GA",2.77393540742608,0.260411285014087,13.5908583782545,18.4940176964924,12.5730101769576,5.07459984988357,18.8188733845595,-43.6885526343174,5.82175823096524,10.2459963647894,6.63935193807377,3.08355433881098,6.56975243284741,5.21350173542861,1.48902270376321,33.08,-83.2322,"2009/2008"
"Myrtle Beach, SC",-2.07065324626832,-4.00345240200495,19.7029981993346,-19.3451384290553,6.27385100320521,5.80541592805372,8.87532619310247,-37.1389663545352,-4.04249172121078,18.8790671566534,1.56573572329597,3.02085723624866,5.11908345654632,-1.72416169156718,-2.99070718375023,33.6889,-78.8869,"2009/2008"
"Palm Beach, FL",-1.62388429905168,-1.50145983764193,12.5766287791824,-16.8804756937588,-13.5013484356553,-9.12200127131881,-0.705390853465545,-36.2104487670423,-9.16078588588238,12.7415648310845,-4.66085515223243,-1.56209549940908,-0.0926418468418007,-8.50497476067471,-1.5651926383747,26.715,-80.0536,"2009/2008"
"Philadelphia, PA",0.544108493110556,-2.25416522247804,3.19068845668555,-10.3071232005208,4.52568293926296,8.48538300627931,4.63973136240649,-27.8729307661946,1.14149548400151,5.89424693797437,3.48066242221381,3.60093373490393,3.29525350483893,-0.665881031489022,-0.813823798898952,40.01,-75.13,"2009/2008"
"San Jose, CA",-2.82399309487957,0.508372681750615,13.5083119382654,-9.2859054041062,-2.6049428058228,8.85671633199053,-3.72425846257953,-32.7743012847541,-5.23438255141504,7.65092405756735,2.65298718948981,1.40413783783022,2.04401649540354,-4.40573214109517,-1.25758620147313,37.3,-121.85,"2009/2008"
"St. Paul, MN",0.739525874382878,-0.118434352937939,9.86124256175964,1.07055853275466,3.57665474037512,-3.48025055858113,0.582300011024842,-32.4189603411237,-3.92904738812688,5.70816778815588,1.05381844686391,2.77490717311639,1.96646314706754,-2.8401118646691,0.277445633012263,44.9444,-93.0931,"2009/2008"
"State College, PA",3.78293850069646,3.22027014021333,10.4365029677643,6.01669164767212,-1.55146104687705,-4.62905176523721,-3.75127621390351,-12.0203597781062,5.75069063446179,-1.51285995394828,-2.45438117316404,4.24171525559657,0.0727533039062109,-0.956091250330786,3.50649624118826,40.79,-77.86,"2009/2008"
"Tallahassee, FL",3.59743377547366,0.748522341548281,15.9491984389922,-3.21810484313586,-5.28120609238728,11.915655274059,-4.49239911205933,-22.1416889810514,-2.31755334850349,14.9005490346263,-4.31152256779413,3.06048039330229,3.55685245346136,-2.10281916989018,2.20162268998752,30.46,-84.28,"2009/2008"
"Wichita, KS",-8.10763426923292,-8.68527729942382,-7.20721782848287,-17.1679825835196,-5.57945006688941,-3.04726977065354,-7.97754241625948,-50.5245299412235,-5.48002699705879,6.56974497828817,-7.25741144467558,5.687346960574,-1.01617691428608,-14.0591869379126,-8.39281835528469,37.69,-97.34,"2009/2008"
"Aberdeen, SD",0.520751389231407,-1.09552438824458,-7.13960940576354,-10.2664649178544,-4.40676219205803,-4.04184837240567,4.44258423307325,34.6989562951306,-2.66450808108559,-9.6701597544354,-1.99869366714451,0.852932622215391,-2.67892250233859,0.465983650374042,-0.268236861962663,45.4647,-98.4861,"2010/2009"
"Akron, OH",-0.668448559265258,-0.744107444705023,5.70236564798276,-19.2560131801008,4.46687704568511,-5.17216421140574,3.63279353308184,39.6880641011852,0.986758606962439,-8.31540903216091,-3.87007300029723,1.78324054407165,-1.83534049088929,2.33687884781631,-0.745760619625301,41.08,-81.52,"2010/2009"
"Biloxi, MS",-1.74733685547226,-3.61108162149542,25.182092420938,5.89660709205211,0.745650750369947,-4.1681279612899,8.74706738798305,-16.265895843016,-0.8847107866371,0.84921136547689,2.81786234616162,-2.27950696961932,0.506716830779936,1.94336618197725,-2.65300365164525,30.41,-88.93,"2010/2009"
"Boulder, CO",5.28550428801067,1.59825741874538,5.28796072575997,5.66052002900427,7.81771749452045,9.1904647521368,4.74515940543982,27.2863698846019,3.10332683104195,-5.4582440686341,3.19000183826876,3.47850251816465,1.99522501096598,7.7931342908292,3.47751284849211,40.03,-105.25,"2010/2009"
"Bradenton, FL",-3.00860605859404,-0.863971106726325,17.1769375687416,-18.8434912033649,10.1028306588269,-1.55859350759046,-0.346364478179652,50.1852302738989,-4.75077323157313,-4.77008773859123,-2.6440987255485,-4.18997784118578,-2.40094968794359,3.62843570745484,-1.9853797416278,27.49,-82.58,"2010/2009"
"Charlotte, NC",-1.3617879953888,-1.8289211021454,-1.8229883077999,-17.6795719840086,-8.22556151268518,-4.95143901552153,-3.6844877373395,35.2587603161519,-1.12242030313277,-5.63055430716886,-4.01466015397376,1.0443687940711,-2.53571077784453,-1.94894869228628,-1.5817327927296,35.2,-80.83,"2010/2009"
"Columbia, SC",-4.74702002406016,-2.16261685025555,-6.01300663100483,-6.14906922063683,1.8716603265847,4.19141140447097,10.898900544824,21.9869379904188,0.733002764655225,-3.27258308797961,-0.91360697942504,2.06251837544409,0.128592600519823,3.1674488200445,-3.48591986631176,34.04,-80.89,"2010/2009"
"Columbus, GA",-0.353634073150772,1.86544803516794,6.17594784746241,-11.4890361196493,-1.78694567544075,-6.80816875551052,4.86703141621541,23.1331172007951,0.394440834902767,-4.38821222060483,-1.42978514170751,7.27825719099249,1.0189230912378,1.89067460359691,0.709112229599171,32.51,-84.87,"2010/2009"
"Detroit, MI",-1.66425443847395,-1.49102279909845,-2.67518956176312,-6.08635722393551,-9.06130747780627,-9.43326762420118,-0.369973511899573,49.8648586035508,-1.69213023058924,-1.91548021416388,2.65999522664839,2.51198795485305,0.171206815290475,-2.05887541380444,-1.4337748937604,42.38,-83.1,"2010/2009"
"Duluth, MN",-1.35796164226085,0.301940268284454,-1.53305454406917,0.929310292282935,-1.31290162073505,-13.1526170297551,0.952385705458553,59.3286915769805,5.53655530850286,-9.16919620372722,1.72530792296828,1.32400936849959,-1.79741167624198,1.22129035471737,-0.768342176430735,46.78,-92.12,"2010/2009"
"Fort Wayne, IN",7.85422274524308,4.45746688574648,1.31405477546507,1.27408845155254,-0.973878993746695,-6.8512810213802,17.1329086755811,48.5961235324731,6.61623684000099,-10.7557401378511,0.549735028654013,6.67732029358869,0.663717763564691,6.31377316027202,5.84376079145004,41.07,-85.14,"2010/2009"
"Gary, IN",1.08685213935924,-0.128650530038428,7.30480929895685,4.21085964183045,14.9510622955839,5.54619782233704,1.74035313955723,41.2098280329804,9.69092327138176,8.24132953915473,3.75085217659546,5.26111963631391,6.82601858464935,10.1548319488525,0.31973084550043,41.6,-87.34,"2010/2009"
"Grand Forks, ND",-1.26829266616613,-0.722282710085409,-2.37077516975245,-10.8172480272775,-5.63499511544356,-6.07501050330654,3.8116656591384,23.6117384056877,-2.66494123755238,-9.32386065548255,-6.41692839467335,2.08290633759967,-3.37430113427773,-0.870639242411443,-1.00377560732886,47.92,-97.07,"2010/2009"
"Lexington, KY",-1.86942046576283,-1.04975642853017,-0.63305309190072,-5.99892304045098,-0.552958678103209,1.94359999128937,3.81789643230945,24.9001814110132,3.28831322390725,-13.0787910992023,-5.75370930334377,5.4511843278972,-2.55990824277056,3.51808630856002,-1.47245821971586,38.04,-84.46,"2010/2009"
"Long Beach, CA",2.58633690137906,0.667526679581371,0.667300748177695,-25.9413315620358,-2.49990945001613,3.53440528438705,3.626999680721,14.5226465760379,0.0956011177329685,13.869333139813,3.65595306219124,1.32200553357553,4.24615389266832,-0.639030684687327,1.66683421991453,33.79,-118.16,"2010/2009"
"Macon, GA",-0.588871365478099,-4.10598110554906,-5.22004196082784,-21.2348222368819,-3.76571112839892,-10.1607318097979,-7.25584325795002,2.7748263497928,-2.30807755544529,-0.144930924522342,-14.4077318143193,2.49260920005069,-3.36124102398293,-6.26652410760519,-2.328468275985,32.84,-83.66,"2010/2009"
"Miami, FL",-7.46662035381331,-7.09575991669267,-1.17858153066402,-37.9610785845897,8.56560592424,-3.52003935589285,-5.84062248301225,3.97361199576103,-4.09383993247117,5.541541647507,0.316579622901372,-0.845483448011294,-0.117896671297004,-4.82972673082746,-7.31584536178197,25.78,-80.21,"2010/2009"
